TSH_CODE,TSH_STAG_DATE,TSH_TRX_STAG,TSH_TST_CODE,TRANSACTION_STAGE_LABEL,ROWID
"61,379",2020-12-22 23:48:22.671,00,"61,842",,AAAW1ZAAFAABjMDAB/
"61,383",2020-12-22 23:48:22.773,00,"61,840",,AAAW1ZAAFAABjMDACA
"61,387",2020-12-22 23:48:22.956,00,"61,846",,AAAW1ZAAFAABjMDACB
"61,405",2020-12-22 23:48:29.463,00,"61,865",,AAAW1ZAAFAABjMDACC
"61,411",2020-12-22 23:48:32.809,00,"61,871",,AAAW1ZAAFAABjMDACD
"61,423",2020-12-22 23:48:38.625,00,"61,883",,AAAW1ZAAFAABjMDACE
"61,428",2020-12-22 23:48:38.988,00,"61,890",,AAAW1ZAAFAABjMDACF
"61,431",2020-12-22 23:48:39.136,00,"61,887",,AAAW1ZAAFAABjMDACG
"61,442",2020-12-22 23:48:43.032,00,"61,902",,AAAW1ZAAFAABjMDACH
"61,444",2020-12-22 23:48:45.928,00,"61,906",,AAAW1ZAAFAABjMDACI
"61,453",2020-12-22 23:48:49.587,00,"61,913",,AAAW1ZAAFAABjMDACJ
"61,455",2020-12-22 23:48:49.601,00,"61,915",,AAAW1ZAAFAABjMDACK
"61,461",2020-12-22 23:48:52.127,00,"61,921",,AAAW1ZAAFAABjMDACL
"61,467",2020-12-22 23:48:53.605,00,"61,927",,AAAW1ZAAFAABjMDACM
"61,468",2020-12-22 23:48:53.694,00,"61,930",,AAAW1ZAAFAABjMDACN
"61,472",2020-12-22 23:48:54.343,00,"61,932",,AAAW1ZAAFAABjMDACO
"61,473",2020-12-22 23:48:54.609,00,"61,933",,AAAW1ZAAFAABjMDACP
"61,479",2020-12-22 23:48:57.487,00,"61,941",,AAAW1ZAAFAABjMDACQ
"61,492",2020-12-22 23:48:59.213,00,"61,952",,AAAW1ZAAFAABjMDACR
"61,497",2020-12-22 23:48:59.375,00,"61,953",,AAAW1ZAAFAABjMDACS
"61,504",2020-12-22 23:49:03.343,00,"61,964",,AAAW1ZAAFAABjMDACT
"61,519",2020-12-22 23:49:05.27,00,"61,980",,AAAW1ZAAFAABjMDACU
"61,526",2020-12-22 23:49:07.898,00,"61,983",,AAAW1ZAAFAABjMDACV
"61,533",2020-12-22 23:49:08.621,00,"61,994",,AAAW1ZAAFAABjMDACW
"61,542",2020-12-22 23:49:11.016,00,"61,999",,AAAW1ZAAFAABjMDACX
"61,566",2020-12-22 23:49:17.201,00,"62,024",,AAAW1ZAAFAABjMDACY
"61,580",2020-12-22 23:49:19.013,00,"62,037",,AAAW1ZAAFAABjMDACZ
"61,595",2020-12-22 23:49:23.721,00,"62,046",,AAAW1ZAAFAABjMDACa
"61,601",2020-12-22 23:49:24.947,00,"62,061",,AAAW1ZAAFAABjMDACb
"61,611",2020-12-22 23:49:29.311,00,"62,073",,AAAW1ZAAFAABjMDACc
"61,618",2020-12-22 23:49:29.875,00,"62,078",,AAAW1ZAAFAABjMDACd
"61,622",2020-12-22 23:49:31.835,00,"62,082",,AAAW1ZAAFAABjMDACe
"61,629",2020-12-22 23:49:34.684,00,"62,091",,AAAW1ZAAFAABjMDACf
"61,639",2020-12-22 23:49:38.856,00,"62,099",,AAAW1ZAAFAABjMDACg
"61,648",2020-12-22 23:49:43.296,00,"62,108",,AAAW1ZAAFAABjMDACh
"61,654",2020-12-22 23:49:45.163,00,"62,112",,AAAW1ZAAFAABjMDACi
"61,661",2020-12-22 23:49:47.704,00,"62,120",,AAAW1ZAAFAABjMDACj
"61,666",2020-12-22 23:49:50.375,00,"62,126",,AAAW1ZAAFAABjMDACk
"61,672",2020-12-22 23:49:52.403,00,"62,131",,AAAW1ZAAFAABjMDACl
"61,677",2020-12-22 23:49:55.626,00,"62,137",,AAAW1ZAAFAABjMDACm
"61,688",2020-12-22 23:50:00.157,00,"62,148",,AAAW1ZAAFAABjMDACn
"61,700",2020-12-22 23:50:01.935,00,"62,157",,AAAW1ZAAFAABjMDACo
"61,704",2020-12-22 23:50:03.457,00,"62,165",,AAAW1ZAAFAABjMDACp
"61,711",2020-12-22 23:50:04.535,00,"62,171",,AAAW1ZAAFAABjMDACq
"61,716",2020-12-22 23:50:06.252,00,"62,174",,AAAW1ZAAFAABjMDACr
"61,722",2020-12-22 23:50:07.332,00,"62,185",,AAAW1ZAAFAABjMDACs
"61,739",2020-12-22 23:50:11.637,00,"62,201",,AAAW1ZAAFAABjMDACt
"61,749",2020-12-22 23:50:13.477,00,"62,210",,AAAW1ZAAFAABjMDACu
"61,752",2020-12-22 23:50:13.494,00,"62,205",,AAAW1ZAAFAABjMDACv
"61,760",2020-12-22 23:50:17.874,00,"62,218",,AAAW1ZAAFAABjMDACw
"61,767",2020-12-22 23:50:21.471,00,"62,228",,AAAW1ZAAFAABjMDACx
"61,782",2020-12-22 23:50:22.934,00,"62,243",,AAAW1ZAAFAABjMDACy
"61,784",2020-12-22 23:50:24.152,00,"62,244",,AAAW1ZAAFAABjMDACz
"61,790",2020-12-22 23:50:26.643,00,"62,250",,AAAW1ZAAFAABjMDAC0
"61,792",2020-12-22 23:50:26.623,00,"62,251",,AAAW1ZAAFAABjMDAC1
"61,798",2020-12-22 23:50:27.25,00,"62,258",,AAAW1ZAAFAABjMDAC2
"61,816",2020-12-22 23:50:32.685,00,"62,276",,AAAW1ZAAFAABjMDAC3
"61,832",2020-12-22 23:50:39.962,00,"62,292",,AAAW1ZAAFAABjMDAC4
"61,842",2020-12-22 23:50:42.998,00,"62,302",,AAAW1ZAAFAABjMDAC5
"61,852",2020-12-22 23:50:48.521,00,"62,308",,AAAW1ZAAFAABjMDAC6
"61,858",2020-12-22 23:50:52.634,00,"62,318",,AAAW1ZAAFAABjMDAC7
"61,865",2020-12-22 23:50:53.618,00,"62,325",,AAAW1ZAAFAABjMDAC8
"61,877",2020-12-22 23:50:56.965,00,"62,337",,AAAW1ZAAFAABjMDAC9
"61,901",2020-12-22 23:51:02.492,00,"62,361",,AAAW1ZAAFAABjMDAC+
"61,902",2020-12-22 23:51:03.448,00,"62,362",,AAAW1ZAAFAABjMDAC/
"61,906",2020-12-22 23:51:03.952,00,"62,367",,AAAW1ZAAFAABjMDADA
"61,922",2020-12-22 23:51:08.256,00,"62,380",,AAAW1ZAAFAABjMDADB
"61,929",2020-12-22 23:51:10.857,00,"62,391",,AAAW1ZAAFAABjMDADC
"61,942",2020-12-22 23:51:13.944,00,"62,401",,AAAW1ZAAFAABjMDADD
"61,951",2020-12-22 23:51:15.077,00,"62,411",,AAAW1ZAAFAABjMDADE
"61,954",2020-12-22 23:51:15.442,00,"62,412",,AAAW1ZAAFAABjMDADF
"61,957",2020-12-22 23:51:15.687,00,"62,419",,AAAW1ZAAFAABjMDADG
"61,970",2020-12-22 23:51:19.158,00,"62,428",,AAAW1ZAAFAABjMDADH
"61,979",2020-12-22 23:51:20.57,00,"62,440",,AAAW1ZAAFAABjMDADI
"61,996",2020-12-22 23:51:22.757,00,"62,456",,AAAW1ZAAFAABjMDADJ
"61,997",2020-12-22 23:51:23.051,00,"62,457",,AAAW1ZAAFAABjMDADK
"62,043",2020-12-22 23:51:30.599,00,"62,504",,AAAW1ZAAFAABjMDADL
"62,048",2020-12-22 23:51:31.83,00,"62,508",,AAAW1ZAAFAABjMDADM
"62,053",2020-12-22 23:51:32.639,00,"62,513",,AAAW1ZAAFAABjMDADN
"62,054",2020-12-22 23:51:32.783,00,"62,514",,AAAW1ZAAFAABjMDADO
"62,076",2020-12-22 23:51:38.784,00,"62,534",,AAAW1ZAAFAABjMDADP
"62,086",2020-12-22 23:51:39.686,00,"62,547",,AAAW1ZAAFAABjMDADQ
"62,106",2020-12-22 23:51:44.014,00,"62,562",,AAAW1ZAAFAABjMDADR
"62,107",2020-12-22 23:51:44.195,00,"62,568",,AAAW1ZAAFAABjMDADS
"62,109",2020-12-22 23:51:44.557,00,"62,570",,AAAW1ZAAFAABjMDADT
"62,123",2020-12-22 23:51:47.052,00,"62,583",,AAAW1ZAAFAABjMDADU
"62,140",2020-12-22 23:51:48.756,00,"62,596",,AAAW1ZAAFAABjMDADV
"62,145",2020-12-22 23:51:48.774,00,"62,604",,AAAW1ZAAFAABjMDADW
"62,172",2020-12-22 23:51:52.827,00,"62,632",,AAAW1ZAAFAABjMDADX
"62,176",2020-12-22 23:51:54.209,00,"62,637",,AAAW1ZAAFAABjMDADY
"62,178",2020-12-22 23:51:54.158,00,"62,635",,AAAW1ZAAFAABjMDADZ
"62,180",2020-12-22 23:51:54.285,00,"62,639",,AAAW1ZAAFAABjMDADa
"62,189",2020-12-22 23:51:55.43,00,"62,649",,AAAW1ZAAFAABjMDADb
"62,191",2020-12-22 23:51:55.702,00,"62,652",,AAAW1ZAAFAABjMDADc
"62,210",2020-12-22 23:51:58.128,00,"62,670",,AAAW1ZAAFAABjMDADd
"62,220",2020-12-22 23:51:59.227,00,"62,680",,AAAW1ZAAFAABjMDADe
"62,228",2020-12-22 23:52:01.509,00,"62,690",,AAAW1ZAAFAABjMDADf
"62,263",2020-12-22 23:52:06.598,00,"62,722",,AAAW1ZAAFAABjMDADg
"62,282",2020-12-22 23:52:09.368,00,"62,742",,AAAW1ZAAFAABjMDADh
"62,286",2020-12-22 23:52:09.92,00,"62,746",,AAAW1ZAAFAABjMDADi
"62,304",2020-12-22 23:52:12.152,00,"62,764",,AAAW1ZAAFAABjMDADj
"62,317",2020-12-22 23:52:13.74,00,"62,777",,AAAW1ZAAFAABjMDADk
"62,326",2020-12-22 23:52:15.26,00,"62,785",,AAAW1ZAAFAABjMDADl
"62,332",2020-12-22 23:52:15.707,00,"62,792",,AAAW1ZAAFAABjMDADm
"62,334",2020-12-22 23:52:15.907,00,"62,794",,AAAW1ZAAFAABjMDADn
"62,337",2020-12-22 23:52:16.598,00,"62,798",,AAAW1ZAAFAABjMDADo
"62,348",2020-12-22 23:52:17.691,00,"62,806",,AAAW1ZAAFAABjMDADp
"62,351",2020-12-22 23:52:18.276,00,"62,810",,AAAW1ZAAFAABjMDADq
"62,353",2020-12-22 23:52:18.636,00,"62,812",,AAAW1ZAAFAABjMDADr
"62,355",2020-12-22 23:52:18.908,00,"62,815",,AAAW1ZAAFAABjMDADs
"62,356",2020-12-22 23:52:19.166,00,"62,817",,AAAW1ZAAFAABjMDADt
"62,365",2020-12-22 23:52:20.252,00,"62,825",,AAAW1ZAAFAABjMDADu
"62,366",2020-12-22 23:52:20.259,00,"62,827",,AAAW1ZAAFAABjMDADv
"62,367",2020-12-22 23:52:20.293,00,"62,826",,AAAW1ZAAFAABjMDADw
"62,374",2020-12-22 23:52:21.043,00,"62,832",,AAAW1ZAAFAABjMDADx
"62,380",2020-12-22 23:52:22.249,00,"62,840",,AAAW1ZAAFAABjMEAAA
"62,386",2020-12-22 23:52:22.679,00,"62,847",,AAAW1ZAAFAABjMEAAB
"62,399",2020-12-22 23:52:24.203,00,"62,857",,AAAW1ZAAFAABjMEAAC
"62,400",2020-12-22 23:52:24.345,00,"62,860",,AAAW1ZAAFAABjMEAAD
"62,402",2020-12-22 23:52:24.699,00,"62,861",,AAAW1ZAAFAABjMEAAE
"62,406",2020-12-22 23:52:25.68,00,"62,866",,AAAW1ZAAFAABjMEAAF
"62,410",2020-12-22 23:52:26.285,00,"62,871",,AAAW1ZAAFAABjMEAAG
"62,416",2020-12-22 23:52:26.687,00,"62,876",,AAAW1ZAAFAABjMEAAH
"62,424",2020-12-22 23:52:27.913,00,"62,883",,AAAW1ZAAFAABjMEAAI
"62,428",2020-12-22 23:52:28.103,00,"62,888",,AAAW1ZAAFAABjMEAAJ
"62,431",2020-12-22 23:52:29.308,00,"62,891",,AAAW1ZAAFAABjMEAAK
"62,438",2020-12-22 23:52:29.769,00,"62,898",,AAAW1ZAAFAABjMEAAL
"62,439",2020-12-22 23:52:29.916,00,"62,899",,AAAW1ZAAFAABjMEAAM
"62,447",2020-12-22 23:52:30.669,00,"62,907",,AAAW1ZAAFAABjMEAAN
"62,448",2020-12-22 23:52:30.92,00,"62,910",,AAAW1ZAAFAABjMEAAO
"62,452",2020-12-22 23:52:31.907,00,"62,914",,AAAW1ZAAFAABjMEAAP
"62,454",2020-12-22 23:52:31.954,00,"62,912",,AAAW1ZAAFAABjMEAAQ
"62,456",2020-12-22 23:52:32.315,00,"62,916",,AAAW1ZAAFAABjMEAAR
"62,457",2020-12-22 23:52:32.307,00,"62,917",,AAAW1ZAAFAABjMEAAS
"62,461",2020-12-22 23:52:32.973,00,"62,921",,AAAW1ZAAFAABjMEAAT
"62,472",2020-12-22 23:52:33.953,00,"62,932",,AAAW1ZAAFAABjMEAAU
"62,485",2020-12-22 23:52:36.243,00,"62,945",,AAAW1ZAAFAABjMEAAV
"62,489",2020-12-22 23:52:36.599,00,"62,950",,AAAW1ZAAFAABjMEAAW
"62,491",2020-12-22 23:52:36.704,00,"62,951",,AAAW1ZAAFAABjMEAAX
"62,600",2020-12-22 23:52:53.497,00,"63,059",,AAAW1ZAAFAABjMEAAY
"62,604",2020-12-22 23:52:54.123,00,"63,063",,AAAW1ZAAFAABjMEAAZ
"62,689",2020-12-22 23:53:10.454,00,"63,148",,AAAW1ZAAFAABjMEAAa
"62,866",2020-12-22 23:53:46.668,00,"63,326",,AAAW1ZAAFAABjMEAAb
"62,888",2020-12-22 23:53:50.849,00,"63,346",,AAAW1ZAAFAABjMEAAc
"62,895",2020-12-22 23:53:51.336,00,"63,354",,AAAW1ZAAFAABjMEAAd
"62,908",2020-12-22 23:53:56.041,00,"63,367",,AAAW1ZAAFAABjMEAAe
"62,936",2020-12-22 23:54:03.228,00,"63,396",,AAAW1ZAAFAABjMEAAf
"62,980",2020-12-22 23:54:12.442,00,"63,440",,AAAW1ZAAFAABjMEAAg
"63,012",2020-12-22 23:54:17.916,00,"63,473",,AAAW1ZAAFAABjMEAAh
"63,046",2020-12-22 23:57:38.413,00,"63,506",,AAAW1ZAAFAABjMEAAi
"63,048",2020-12-22 23:57:45.812,00,"63,508",,AAAW1ZAAFAABjMEAAj
"63,056",2020-12-22 23:58:19.196,00,"63,516",,AAAW1ZAAFAABjMEAAk
"63,064",2020-12-22 23:59:04.676,00,"63,524",,AAAW1ZAAFAABjMEAAl
"63,074",2020-12-23 00:02:39.552,00,"63,534",,AAAW1ZAAFAABjMEAAm
"63,075",2020-12-23 00:02:39.593,00,"63,535",,AAAW1ZAAFAABjMEAAn
"63,112",2020-12-23 00:02:43.984,00,"63,572",,AAAW1ZAAFAABjMEAAo
"63,120",2020-12-23 00:02:44.528,00,"63,580",,AAAW1ZAAFAABjMEAAp
"63,130",2020-12-23 00:02:48.586,00,"63,591",,AAAW1ZAAFAABjMEAAq
"63,186",2020-12-23 00:02:59.206,00,"63,647",,AAAW1ZAAFAABjMEAAr
"63,199",2020-12-23 00:03:01.038,00,"63,659",,AAAW1ZAAFAABjMEAAs
"63,206",2020-12-23 00:03:02.129,00,"63,666",,AAAW1ZAAFAABjMEAAt
"63,233",2020-12-23 00:03:06.815,00,"63,694",,AAAW1ZAAFAABjMEAAu
"63,249",2020-12-23 00:03:10.608,00,"63,709",,AAAW1ZAAFAABjMEAAv
"63,263",2020-12-23 00:03:14.67,00,"63,723",,AAAW1ZAAFAABjMEAAw
"63,277",2020-12-23 00:03:19.156,00,"63,737",,AAAW1ZAAFAABjMEAAx
"63,283",2020-12-23 00:03:20.671,00,"63,742",,AAAW1ZAAFAABjMEAAy
"63,316",2020-12-23 00:09:24.287,00,"63,781",,AAAW1ZAAFAABjMEAAz
"63,338",2020-12-23 00:10:19.12,00,"63,800",,AAAW1ZAAFAABjMEAA0
"63,355",2020-12-23 12:38:15.426,00,"63,814",,AAAW1ZAAFAABjMEAA1
"63,364",2020-12-23 12:38:42.619,00,"63,821",,AAAW1ZAAFAABjMEAA2
"63,368",2020-12-23 12:38:43.096,00,"63,825",,AAAW1ZAAFAABjMEAA3
"63,371",2020-12-23 12:38:43.632,02,"63,821",,AAAW1ZAAFAABjMEAA4
"63,375",2020-12-23 12:38:43.939,02,"63,823",,AAAW1ZAAFAABjMEAA5
"63,381",2020-12-23 12:38:44.393,00,"63,831",AReq Sent,AAAW1ZAAFAABjMEAA6
"63,386",2020-12-23 12:38:51.422,02,"63,831",ARes Error,AAAW1ZAAFAABjMEAA7
"63,503",2021-06-28 17:33:19.336,00,"63,904",,AAAW1ZAAFAABjMEAA8
"63,504",2021-06-28 17:49:30.372,00,"63,905",,AAAW1ZAAFAABjMEAA9
"63,505",2021-06-28 17:52:04.216,00,"63,906",,AAAW1ZAAFAABjMEAA+
"63,710",2021-08-13 13:39:54.036,00,"64,106",,AAAW1ZAAFAABjMEAA/
"63,796",2021-09-06 13:43:27.748,00,"64,174",,AAAW1ZAAFAABjMEABA
"24,350",2020-08-05 23:00:51.343,00,"24,720",,AAAW1ZAAFAABjMEABR
"24,683",2020-08-05 23:03:09.713,00,"25,052",,AAAW1ZAAFAABjMEACu
"24,413",2020-08-05 23:01:18.912,00,"24,784",,AAAW1ZAAFAABjMGABD
"26,312",2020-08-05 23:22:25.398,00,"26,682",,AAAW1ZAAFAABjMRAA4
"57,290",2020-12-20 22:49:10.885,00,"57,750",,AAAW1ZAAFAABjMSAAA
"57,296",2020-12-20 22:49:11.291,00,"57,751",,AAAW1ZAAFAABjMSAAB
"57,313",2020-12-20 22:49:15.627,00,"57,775",,AAAW1ZAAFAABjMSAAC
"57,330",2020-12-20 22:49:16.783,00,"57,789",,AAAW1ZAAFAABjMSAAD
"57,331",2020-12-20 22:49:17.27,00,"57,792",,AAAW1ZAAFAABjMSAAE
"57,346",2020-12-20 22:49:20.997,00,"57,806",,AAAW1ZAAFAABjMSAAF
"57,355",2020-12-20 22:49:22.137,00,"57,813",,AAAW1ZAAFAABjMSAAG
"57,371",2020-12-20 22:49:25.765,00,"57,831",,AAAW1ZAAFAABjMSAAH
"57,373",2020-12-20 22:49:25.969,00,"57,833",,AAAW1ZAAFAABjMSAAI
"57,377",2020-12-20 22:49:26.473,00,"57,838",,AAAW1ZAAFAABjMSAAJ
"57,383",2020-12-20 22:49:27.324,00,"57,840",,AAAW1ZAAFAABjMSAAK
"57,385",2020-12-20 22:49:27.82,00,"57,845",,AAAW1ZAAFAABjMSAAL
"57,391",2020-12-20 22:49:29.39,00,"57,851",,AAAW1ZAAFAABjMSAAM
"57,400",2020-12-20 22:49:33.377,00,"57,861",,AAAW1ZAAFAABjMSAAN
"57,408",2020-12-20 22:49:34.371,00,"57,868",,AAAW1ZAAFAABjMSAAO
"57,417",2020-12-20 22:49:38.408,00,"57,881",,AAAW1ZAAFAABjMSAAP
"57,425",2020-12-20 22:49:38.881,00,"57,884",,AAAW1ZAAFAABjMSAAQ
"57,426",2020-12-20 22:49:39.169,00,"57,888",,AAAW1ZAAFAABjMSAAR
"57,450",2020-12-20 22:49:44.011,00,"57,910",,AAAW1ZAAFAABjMSAAS
"57,457",2020-12-20 22:49:44.551,00,"57,917",,AAAW1ZAAFAABjMSAAT
"57,463",2020-12-20 22:49:48.697,00,"57,922",,AAAW1ZAAFAABjMSAAU
"57,470",2020-12-20 22:49:49.529,00,"57,930",,AAAW1ZAAFAABjMSAAV
"57,477",2020-12-20 22:49:52.87,00,"57,937",,AAAW1ZAAFAABjMSAAW
"57,499",2020-12-20 22:49:58.638,00,"57,961",,AAAW1ZAAFAABjMSAAX
"57,509",2020-12-20 22:50:02.034,00,"57,975",,AAAW1ZAAFAABjMSAAY
"57,512",2020-12-20 22:50:01.803,00,"57,976",,AAAW1ZAAFAABjMSAAZ
"57,522",2020-12-20 22:50:02.904,00,"57,982",,AAAW1ZAAFAABjMSAAa
"57,531",2020-12-20 22:50:04.866,00,"57,991",,AAAW1ZAAFAABjMSAAb
"57,534",2020-12-20 22:50:05.181,00,"57,994",,AAAW1ZAAFAABjMSAAc
"57,538",2020-12-20 22:50:06.782,00,"57,999",,AAAW1ZAAFAABjMSAAd
"57,542",2020-12-20 22:50:06.679,00,"58,003",,AAAW1ZAAFAABjMSAAe
"57,547",2020-12-20 22:50:07.723,00,"58,005",,AAAW1ZAAFAABjMSAAf
"57,549",2020-12-20 22:50:07.903,00,"58,008",,AAAW1ZAAFAABjMSAAg
"57,552",2020-12-20 22:50:08.347,00,"58,012",,AAAW1ZAAFAABjMSAAh
"57,554",2020-12-20 22:50:08.334,00,"58,014",,AAAW1ZAAFAABjMSAAi
"57,582",2020-12-20 22:50:14.041,00,"58,043",,AAAW1ZAAFAABjMSAAj
"57,590",2020-12-20 22:50:15.258,00,"58,051",,AAAW1ZAAFAABjMSAAk
"57,593",2020-12-20 22:50:15.001,00,"58,054",,AAAW1ZAAFAABjMSAAl
"57,596",2020-12-20 22:50:16.009,00,"58,056",,AAAW1ZAAFAABjMSAAm
"57,603",2020-12-20 22:50:16.628,00,"58,061",,AAAW1ZAAFAABjMSAAn
"57,607",2020-12-20 22:50:16.734,00,"58,062",,AAAW1ZAAFAABjMSAAo
"57,610",2020-12-20 22:50:19.035,00,"58,070",,AAAW1ZAAFAABjMSAAp
"57,623",2020-12-20 22:50:20.161,00,"58,082",,AAAW1ZAAFAABjMSAAq
"57,633",2020-12-20 22:50:22.019,00,"58,094",,AAAW1ZAAFAABjMSAAr
"57,642",2020-12-20 22:50:24.217,00,"58,104",,AAAW1ZAAFAABjMSAAs
"57,646",2020-12-20 22:50:23.933,00,"58,105",,AAAW1ZAAFAABjMSAAt
"57,647",2020-12-20 22:50:24.973,00,"58,110",,AAAW1ZAAFAABjMSAAu
"57,668",2020-12-20 22:50:28.099,00,"58,129",,AAAW1ZAAFAABjMSAAv
"57,671",2020-12-20 22:50:29.129,00,"58,130",,AAAW1ZAAFAABjMSAAw
"57,687",2020-12-20 22:50:31.42,00,"58,146",,AAAW1ZAAFAABjMSAAx
"57,689",2020-12-20 22:50:32.642,00,"58,150",,AAAW1ZAAFAABjMSAAy
"57,708",2020-12-20 22:50:35.549,00,"58,166",,AAAW1ZAAFAABjMSAAz
"57,713",2020-12-20 22:50:35.969,00,"58,175",,AAAW1ZAAFAABjMSAA0
"57,718",2020-12-20 22:50:36.367,00,"58,177",,AAAW1ZAAFAABjMSAA1
"57,722",2020-12-20 22:50:37.868,00,"58,182",,AAAW1ZAAFAABjMSAA2
"57,738",2020-12-20 22:50:39.924,00,"58,199",,AAAW1ZAAFAABjMSAA3
"57,745",2020-12-20 22:50:41.724,00,"58,205",,AAAW1ZAAFAABjMSAA4
"57,767",2020-12-20 22:50:44.845,00,"58,227",,AAAW1ZAAFAABjMSAA5
"57,772",2020-12-20 22:50:46.027,00,"58,232",,AAAW1ZAAFAABjMSAA6
"57,775",2020-12-20 22:50:47.462,00,"58,237",,AAAW1ZAAFAABjMSAA7
"57,789",2020-12-20 22:50:48.707,00,"58,249",,AAAW1ZAAFAABjMSAA8
"57,796",2020-12-20 22:50:49.747,00,"58,256",,AAAW1ZAAFAABjMSAA9
"57,798",2020-12-20 22:50:50.647,00,"58,258",,AAAW1ZAAFAABjMSAA+
"57,800",2020-12-20 22:50:51.444,00,"58,261",,AAAW1ZAAFAABjMSAA/
"57,803",2020-12-20 22:50:51.988,00,"58,263",,AAAW1ZAAFAABjMSABA
"57,832",2020-12-20 22:50:55.732,00,"58,292",,AAAW1ZAAFAABjMSABB
"57,835",2020-12-20 22:50:56.812,00,"58,297",,AAAW1ZAAFAABjMSABC
"57,839",2020-12-20 22:50:56.461,00,"58,300",,AAAW1ZAAFAABjMSABD
"57,847",2020-12-20 22:50:58.631,00,"58,308",,AAAW1ZAAFAABjMSABE
"57,863",2020-12-20 22:51:01.201,00,"58,320",,AAAW1ZAAFAABjMSABF
"57,866",2020-12-20 22:51:01.586,00,"58,326",,AAAW1ZAAFAABjMSABG
"57,870",2020-12-20 22:51:01.749,00,"58,328",,AAAW1ZAAFAABjMSABH
"57,871",2020-12-20 22:51:03.151,00,"58,334",,AAAW1ZAAFAABjMSABI
"57,884",2020-12-20 22:51:04.331,00,"58,344",,AAAW1ZAAFAABjMSABJ
"57,887",2020-12-20 22:51:05.575,00,"58,348",,AAAW1ZAAFAABjMSABK
"57,895",2020-12-20 22:51:06.441,00,"58,355",,AAAW1ZAAFAABjMSABL
"57,896",2020-12-20 22:51:06.693,00,"58,357",,AAAW1ZAAFAABjMSABM
"57,898",2020-12-20 22:51:06.819,00,"58,358",,AAAW1ZAAFAABjMSABN
"57,900",2020-12-20 22:51:06.877,00,"58,360",,AAAW1ZAAFAABjMSABO
"57,903",2020-12-20 22:51:07.914,00,"58,365",,AAAW1ZAAFAABjMSABP
"57,906",2020-12-20 22:51:08.968,00,"58,368",,AAAW1ZAAFAABjMSABQ
"57,912",2020-12-20 22:51:09.113,00,"58,372",,AAAW1ZAAFAABjMSABR
"57,925",2020-12-20 22:51:11.23,00,"58,388",,AAAW1ZAAFAABjMSABS
"57,930",2020-12-20 22:51:12.466,00,"58,390",,AAAW1ZAAFAABjMSABT
"57,936",2020-12-20 22:51:13.51,00,"58,396",,AAAW1ZAAFAABjMSABU
"57,941",2020-12-20 22:51:13.525,00,"58,397",,AAAW1ZAAFAABjMSABV
"57,945",2020-12-20 22:51:15.341,00,"58,403",,AAAW1ZAAFAABjMSABW
"57,949",2020-12-20 22:51:15.76,00,"58,413",,AAAW1ZAAFAABjMSABX
"57,966",2020-12-20 22:51:19.684,00,"58,428",,AAAW1ZAAFAABjMSABY
"57,978",2020-12-20 22:51:20.955,00,"58,439",,AAAW1ZAAFAABjMSABZ
"57,979",2020-12-20 22:51:21.134,00,"58,443",,AAAW1ZAAFAABjMSABa
"57,982",2020-12-20 22:51:21.428,00,"58,435",,AAAW1ZAAFAABjMSABb
"57,988",2020-12-20 22:51:22.776,00,"58,448",,AAAW1ZAAFAABjMSABc
"57,993",2020-12-20 22:51:25.573,00,"58,452",,AAAW1ZAAFAABjMSABd
"57,998",2020-12-20 22:51:25.942,00,"58,459",,AAAW1ZAAFAABjMSABe
"58,008",2020-12-20 22:51:26.515,00,"58,469",,AAAW1ZAAFAABjMSABf
"58,017",2020-12-20 22:51:30.178,00,"58,479",,AAAW1ZAAFAABjMSABg
"58,023",2020-12-20 22:51:30.519,00,"58,487",,AAAW1ZAAFAABjMSABh
"58,027",2020-12-20 22:51:30.517,00,"58,483",,AAAW1ZAAFAABjMSABi
"58,035",2020-12-20 22:51:31.579,00,"58,495",,AAAW1ZAAFAABjMSABj
"58,041",2020-12-20 22:51:34.281,00,"58,501",,AAAW1ZAAFAABjMSABk
"58,048",2020-12-20 22:51:35.23,00,"58,508",,AAAW1ZAAFAABjMSABl
"58,051",2020-12-20 22:51:35.3,00,"58,511",,AAAW1ZAAFAABjMSABm
"58,053",2020-12-20 22:51:35.353,00,"58,512",,AAAW1ZAAFAABjMSABn
"58,055",2020-12-20 22:51:36.15,00,"58,515",,AAAW1ZAAFAABjMSABo
"58,066",2020-12-20 22:51:38.805,00,"58,526",,AAAW1ZAAFAABjMSABp
"58,095",2020-12-20 22:51:44.803,00,"58,554",,AAAW1ZAAFAABjMSABq
"58,097",2020-12-20 22:51:45.669,00,"58,557",,AAAW1ZAAFAABjMSABr
"58,099",2020-12-20 22:51:45.728,00,"58,559",,AAAW1ZAAFAABjMSABs
"58,123",2020-12-20 22:51:50.693,00,"58,582",,AAAW1ZAAFAABjMSABt
"58,130",2020-12-20 22:51:51.901,00,"58,590",,AAAW1ZAAFAABjMSABu
"58,136",2020-12-20 22:51:52.524,00,"58,598",,AAAW1ZAAFAABjMSABv
"27,309",2020-08-06 00:50:43.119,00,"27,678",,AAAW1ZAAFAABjMSABw
"58,140",2020-12-20 22:51:53.179,00,"58,600",,AAAW1ZAAFAABjMSABx
"58,144",2020-12-20 22:51:55.53,00,"58,609",,AAAW1ZAAFAABjMSABy
