TSH_CODE,TSH_STAG_DATE,TSH_TRX_STAG,TSH_TST_CODE,TRANSACTION_STAGE_LABEL,ROWID
"61,624",2020-12-22 23:49:31.921,00,"62,080",,AAAW1ZAAFAABegyAAK
"61,642",2020-12-22 23:49:40.735,00,"62,102",,AAAW1ZAAFAABegyAAL
"61,643",2020-12-22 23:49:41.472,00,"62,103",,AAAW1ZAAFAABegyAAM
"61,651",2020-12-22 23:49:44.911,00,"62,111",,AAAW1ZAAFAABegyAAN
"61,655",2020-12-22 23:49:45.287,00,"62,115",,AAAW1ZAAFAABegyAAO
"61,656",2020-12-22 23:49:46.41,00,"62,116",,AAAW1ZAAFAABegyAAP
"61,658",2020-12-22 23:49:47.267,00,"62,118",,AAAW1ZAAFAABegyAAQ
"61,659",2020-12-22 23:49:47.461,00,"62,119",,AAAW1ZAAFAABegyAAR
"61,663",2020-12-22 23:49:49.465,00,"62,122",,AAAW1ZAAFAABegyAAS
"61,667",2020-12-22 23:49:50.404,00,"62,128",,AAAW1ZAAFAABegyAAT
"61,678",2020-12-22 23:49:55.942,00,"62,138",,AAAW1ZAAFAABegyAAU
"61,685",2020-12-22 23:49:58.198,00,"62,145",,AAAW1ZAAFAABegyAAV
"61,687",2020-12-22 23:50:00.037,00,"62,147",,AAAW1ZAAFAABegyAAW
"61,692",2020-12-22 23:50:00.269,00,"62,155",,AAAW1ZAAFAABegyAAX
"61,694",2020-12-22 23:50:00.416,00,"62,151",,AAAW1ZAAFAABegyAAY
"61,698",2020-12-22 23:50:01.778,00,"62,158",,AAAW1ZAAFAABegyAAZ
"61,705",2020-12-22 23:50:03.389,00,"62,166",,AAAW1ZAAFAABegyAAa
"61,718",2020-12-22 23:50:06.237,00,"62,173",,AAAW1ZAAFAABegyAAb
"61,730",2020-12-22 23:50:08.579,00,"62,190",,AAAW1ZAAFAABegyAAc
"61,732",2020-12-22 23:50:08.603,00,"62,189",,AAAW1ZAAFAABegyAAd
"61,742",2020-12-22 23:50:11.669,00,"62,199",,AAAW1ZAAFAABegyAAe
"61,745",2020-12-22 23:50:13.368,00,"62,206",,AAAW1ZAAFAABegyAAf
"61,746",2020-12-22 23:50:13.301,00,"62,211",,AAAW1ZAAFAABegyAAg
"61,747",2020-12-22 23:50:13.311,00,"62,212",,AAAW1ZAAFAABegyAAh
"61,748",2020-12-22 23:50:13.265,00,"62,208",,AAAW1ZAAFAABegyAAi
"61,755",2020-12-22 23:50:14.301,00,"62,215",,AAAW1ZAAFAABegyAAj
"61,761",2020-12-22 23:50:17.933,00,"62,220",,AAAW1ZAAFAABegyAAk
"61,770",2020-12-22 23:50:21.621,00,"62,230",,AAAW1ZAAFAABegyAAl
"61,772",2020-12-22 23:50:22.153,00,"62,232",,AAAW1ZAAFAABegyAAm
"61,775",2020-12-22 23:50:22.51,00,"62,236",,AAAW1ZAAFAABegyAAn
"61,786",2020-12-22 23:50:26.39,00,"62,247",,AAAW1ZAAFAABegyAAo
"61,789",2020-12-22 23:50:26.568,00,"62,249",,AAAW1ZAAFAABegyAAp
"61,791",2020-12-22 23:50:26.535,00,"62,252",,AAAW1ZAAFAABegyAAq
"61,793",2020-12-22 23:50:26.818,00,"62,254",,AAAW1ZAAFAABegyAAr
"61,800",2020-12-22 23:50:27.546,00,"62,260",,AAAW1ZAAFAABegyAAs
"61,801",2020-12-22 23:50:27.649,00,"62,262",,AAAW1ZAAFAABegyAAt
"61,806",2020-12-22 23:50:30.63,00,"62,266",,AAAW1ZAAFAABegyAAu
"61,808",2020-12-22 23:50:31.677,00,"62,268",,AAAW1ZAAFAABegyAAv
"61,817",2020-12-22 23:50:34.903,00,"62,278",,AAAW1ZAAFAABegyAAw
"61,820",2020-12-22 23:50:35.291,00,"62,280",,AAAW1ZAAFAABegyAAx
"61,827",2020-12-22 23:50:37.473,00,"62,287",,AAAW1ZAAFAABegyAAy
"61,836",2020-12-22 23:50:40.829,00,"62,296",,AAAW1ZAAFAABegyAAz
"61,840",2020-12-22 23:50:42.576,00,"62,300",,AAAW1ZAAFAABegyAA0
"61,847",2020-12-22 23:50:48.437,00,"62,311",,AAAW1ZAAFAABegyAA1
"61,850",2020-12-22 23:50:48.482,00,"62,309",,AAAW1ZAAFAABegyAA2
"61,853",2020-12-22 23:50:48.865,00,"62,313",,AAAW1ZAAFAABegyAA3
"61,864",2020-12-22 23:50:53.665,00,"62,324",,AAAW1ZAAFAABegyAA4
"61,870",2020-12-22 23:50:54.097,00,"62,330",,AAAW1ZAAFAABegyAA5
"61,878",2020-12-22 23:50:57.504,00,"62,338",,AAAW1ZAAFAABegyAA6
"61,880",2020-12-22 23:50:57.78,00,"62,340",,AAAW1ZAAFAABegyAA7
"61,881",2020-12-22 23:50:57.889,00,"62,341",,AAAW1ZAAFAABegyAA8
"61,884",2020-12-22 23:50:58.985,00,"62,347",,AAAW1ZAAFAABegyAA9
"61,885",2020-12-22 23:50:58.934,00,"62,350",,AAAW1ZAAFAABegyAA+
"61,886",2020-12-22 23:50:59.063,00,"62,344",,AAAW1ZAAFAABegyAA/
"61,895",2020-12-22 23:50:59.775,00,"62,354",,AAAW1ZAAFAABegyABA
"61,900",2020-12-22 23:51:02.486,00,"62,360",,AAAW1ZAAFAABegyABB
"61,903",2020-12-22 23:51:03.852,00,"62,364",,AAAW1ZAAFAABegyABC
"61,904",2020-12-22 23:51:03.658,00,"62,363",,AAAW1ZAAFAABegyABD
"61,907",2020-12-22 23:51:03.97,00,"62,365",,AAAW1ZAAFAABegyABE
"61,909",2020-12-22 23:51:04.62,00,"62,369",,AAAW1ZAAFAABegyABF
"61,911",2020-12-22 23:51:04.903,00,"62,371",,AAAW1ZAAFAABegyABG
"61,919",2020-12-22 23:51:07.988,00,"62,379",,AAAW1ZAAFAABegyABH
"61,920",2020-12-22 23:51:08.243,00,"62,384",,AAAW1ZAAFAABegyABI
"61,925",2020-12-22 23:51:08.363,00,"62,383",,AAAW1ZAAFAABegyABJ
"61,934",2020-12-22 23:51:10.947,00,"62,392",,AAAW1ZAAFAABegyABK
"61,939",2020-12-22 23:51:13.63,00,"62,398",,AAAW1ZAAFAABegyABL
"61,959",2020-12-22 23:51:15.634,00,"62,413",,AAAW1ZAAFAABegyABM
"61,962",2020-12-22 23:51:16.423,00,"62,422",,AAAW1ZAAFAABegyABN
"61,967",2020-12-22 23:51:18.883,00,"62,426",,AAAW1ZAAFAABegyABO
"61,968",2020-12-22 23:51:19.165,00,"62,430",,AAAW1ZAAFAABegyABP
"61,978",2020-12-22 23:51:20.004,00,"62,438",,AAAW1ZAAFAABegyABQ
"61,998",2020-12-22 23:51:23.105,00,"62,458",,AAAW1ZAAFAABegyABR
"62,004",2020-12-22 23:51:24.578,00,"62,464",,AAAW1ZAAFAABegyABS
"62,006",2020-12-22 23:51:24.922,00,"62,467",,AAAW1ZAAFAABegyABT
"62,010",2020-12-22 23:51:25.398,00,"62,470",,AAAW1ZAAFAABegyABU
"62,021",2020-12-22 23:51:26.948,00,"62,478",,AAAW1ZAAFAABegyABV
"62,028",2020-12-22 23:51:29.494,00,"62,495",,AAAW1ZAAFAABegyABW
"62,030",2020-12-22 23:51:29.369,00,"62,492",,AAAW1ZAAFAABegyABX
"62,031",2020-12-22 23:51:29.468,00,"62,489",,AAAW1ZAAFAABegyABY
"62,042",2020-12-22 23:51:30.671,00,"62,506",,AAAW1ZAAFAABegyABZ
"62,045",2020-12-22 23:51:30.668,00,"62,505",,AAAW1ZAAFAABegyABa
"62,051",2020-12-22 23:51:32.183,00,"62,510",,AAAW1ZAAFAABegyABb
"62,083",2020-12-22 23:51:39.639,00,"62,545",,AAAW1ZAAFAABegyABc
"62,084",2020-12-22 23:51:39.64,00,"62,549",,AAAW1ZAAFAABegyABd
"62,088",2020-12-22 23:51:39.796,00,"62,544",,AAAW1ZAAFAABegyABe
"62,093",2020-12-22 23:51:40.012,00,"62,553",,AAAW1ZAAFAABegyABf
"62,098",2020-12-22 23:51:43.691,00,"62,558",,AAAW1ZAAFAABegyABg
"62,110",2020-12-22 23:51:44.654,00,"62,571",,AAAW1ZAAFAABegyABh
"62,116",2020-12-22 23:51:44.996,00,"62,574",,AAAW1ZAAFAABegyABi
"62,118",2020-12-22 23:51:45.313,00,"62,578",,AAAW1ZAAFAABegyABj
"62,124",2020-12-22 23:51:47.057,00,"62,582",,AAAW1ZAAFAABegyABk
"62,125",2020-12-22 23:51:47.029,00,"62,585",,AAAW1ZAAFAABegyABl
"62,129",2020-12-22 23:51:47.613,00,"62,587",,AAAW1ZAAFAABegyABm
"62,130",2020-12-22 23:51:47.713,00,"62,589",,AAAW1ZAAFAABegyABn
"62,131",2020-12-22 23:51:47.877,00,"62,592",,AAAW1ZAAFAABegyABo
"62,135",2020-12-22 23:51:48.44,00,"62,595",,AAAW1ZAAFAABegyABp
"62,139",2020-12-22 23:51:48.698,00,"62,599",,AAAW1ZAAFAABegyABq
"62,141",2020-12-22 23:51:48.732,00,"62,600",,AAAW1ZAAFAABegyABr
"62,142",2020-12-22 23:51:48.831,00,"62,605",,AAAW1ZAAFAABegyABs
"62,143",2020-12-22 23:51:48.659,00,"62,598",,AAAW1ZAAFAABegyABt
"62,156",2020-12-22 23:51:51.255,00,"62,615",,AAAW1ZAAFAABegyABu
"62,163",2020-12-22 23:51:52.214,00,"62,624",,AAAW1ZAAFAABegyABv
"62,164",2020-12-22 23:51:52.181,00,"62,623",,AAAW1ZAAFAABegyABw
"62,169",2020-12-22 23:51:52.579,00,"62,629",,AAAW1ZAAFAABegyABx
"62,184",2020-12-22 23:51:54.83,00,"62,644",,AAAW1ZAAFAABegyABy
"62,188",2020-12-22 23:51:55.234,00,"62,647",,AAAW1ZAAFAABegyABz
"62,192",2020-12-22 23:51:55.801,00,"62,653",,AAAW1ZAAFAABegyAB0
"62,193",2020-12-22 23:51:55.86,00,"62,651",,AAAW1ZAAFAABegyAB1
"62,199",2020-12-22 23:51:57.506,00,"62,660",,AAAW1ZAAFAABegyAB2
"62,200",2020-12-22 23:51:57.505,00,"62,659",,AAAW1ZAAFAABegyAB3
"62,201",2020-12-22 23:51:57.609,00,"62,661",,AAAW1ZAAFAABegyAB4
"62,206",2020-12-22 23:51:58.101,00,"62,667",,AAAW1ZAAFAABegyAB5
"62,208",2020-12-22 23:51:58.234,00,"62,671",,AAAW1ZAAFAABegyAB6
"62,211",2020-12-22 23:51:58.138,00,"62,666",,AAAW1ZAAFAABegyAB7
"62,218",2020-12-22 23:51:59.161,00,"62,678",,AAAW1ZAAFAABegyAB8
"62,223",2020-12-22 23:52:01.456,00,"62,689",,AAAW1ZAAFAABegyAB9
"62,224",2020-12-22 23:52:01.496,00,"62,684",,AAAW1ZAAFAABegyAB+
"62,232",2020-12-22 23:52:02.467,00,"62,693",,AAAW1ZAAFAABegyAB/
"62,234",2020-12-22 23:52:02.551,00,"62,696",,AAAW1ZAAFAABegyACA
"62,235",2020-12-22 23:52:02.534,00,"62,699",,AAAW1ZAAFAABegyACB
"62,237",2020-12-22 23:52:02.491,00,"62,697",,AAAW1ZAAFAABegyACC
"62,238",2020-12-22 23:52:02.529,00,"62,692",,AAAW1ZAAFAABegyACD
"62,239",2020-12-22 23:52:02.793,00,"62,698",,AAAW1ZAAFAABegyACE
"62,240",2020-12-22 23:52:02.823,00,"62,700",,AAAW1ZAAFAABegyACF
"62,241",2020-12-22 23:52:02.831,00,"62,701",,AAAW1ZAAFAABegyACG
"62,255",2020-12-22 23:52:05.795,00,"62,716",,AAAW1ZAAFAABegyACH
"62,257",2020-12-22 23:52:05.851,00,"62,711",,AAAW1ZAAFAABegyACI
"62,258",2020-12-22 23:52:06.031,00,"62,719",,AAAW1ZAAFAABegyACJ
"62,262",2020-12-22 23:52:06.579,00,"62,725",,AAAW1ZAAFAABegyACK
"62,264",2020-12-22 23:52:06.713,00,"62,730",,AAAW1ZAAFAABegyACL
"62,268",2020-12-22 23:52:06.681,00,"62,723",,AAAW1ZAAFAABegyACM
"62,272",2020-12-22 23:52:07.892,00,"62,732",,AAAW1ZAAFAABegyACN
"62,274",2020-12-22 23:52:08.133,00,"62,734",,AAAW1ZAAFAABegyACO
"62,285",2020-12-22 23:52:09.731,00,"62,744",,AAAW1ZAAFAABegyACP
"62,289",2020-12-22 23:52:10.034,00,"62,747",,AAAW1ZAAFAABegyACQ
"62,290",2020-12-22 23:52:10.168,00,"62,751",,AAAW1ZAAFAABegyACR
"62,293",2020-12-22 23:52:10.31,00,"62,754",,AAAW1ZAAFAABegyACS
"62,306",2020-12-22 23:52:12.538,00,"62,766",,AAAW1ZAAFAABegyACT
"62,307",2020-12-22 23:52:12.557,00,"62,767",,AAAW1ZAAFAABegyACU
"62,309",2020-12-22 23:52:12.741,00,"62,769",,AAAW1ZAAFAABegyACV
"62,311",2020-12-22 23:52:13.193,00,"62,771",,AAAW1ZAAFAABegyACW
"62,316",2020-12-22 23:52:13.395,00,"62,774",,AAAW1ZAAFAABegyACX
"62,318",2020-12-22 23:52:13.805,00,"62,778",,AAAW1ZAAFAABegyACY
"62,328",2020-12-22 23:52:15.54,00,"62,788",,AAAW1ZAAFAABegyACZ
"62,333",2020-12-22 23:52:15.788,00,"62,793",,AAAW1ZAAFAABegyACa
"62,338",2020-12-22 23:52:16.612,00,"62,797",,AAAW1ZAAFAABegyACb
"62,340",2020-12-22 23:52:17.087,00,"62,801",,AAAW1ZAAFAABegyACc
"62,342",2020-12-22 23:52:17.208,00,"62,802",,AAAW1ZAAFAABegyACd
"62,344",2020-12-22 23:52:17.345,00,"62,804",,AAAW1ZAAFAABegyACe
"62,349",2020-12-22 23:52:18.05,00,"62,809",,AAAW1ZAAFAABegyACf
"62,354",2020-12-22 23:52:19.091,00,"62,816",,AAAW1ZAAFAABegyACg
"62,358",2020-12-22 23:52:19.381,00,"62,820",,AAAW1ZAAFAABegyACh
"62,364",2020-12-22 23:52:19.793,00,"62,823",,AAAW1ZAAFAABegyACi
"62,384",2020-12-22 23:52:22.769,00,"62,846",,AAAW1ZAAFAABegyACj
"62,385",2020-12-22 23:52:22.769,00,"62,845",,AAAW1ZAAFAABegyACk
"62,392",2020-12-22 23:52:23.556,00,"62,853",,AAAW1ZAAFAABegyACl
"62,395",2020-12-22 23:52:24.034,00,"62,859",,AAAW1ZAAFAABegyACm
"62,396",2020-12-22 23:52:24.074,00,"62,856",,AAAW1ZAAFAABegyACn
"62,403",2020-12-22 23:52:24.997,00,"62,863",,AAAW1ZAAFAABegyACo
"62,412",2020-12-22 23:52:26.606,00,"62,875",,AAAW1ZAAFAABegyACp
"62,415",2020-12-22 23:52:26.577,00,"62,872",,AAAW1ZAAFAABegyACq
"62,417",2020-12-22 23:52:26.865,00,"62,878",,AAAW1ZAAFAABegyACr
"62,423",2020-12-22 23:52:27.889,00,"62,886",,AAAW1ZAAFAABegyACs
"62,483",2020-12-22 23:52:35.946,00,"62,943",,AAAW1ZAAFAABegyACt
"62,511",2020-12-22 23:52:39.776,00,"62,971",,AAAW1ZAAFAABegyACu
"62,566",2020-12-22 23:52:49.314,00,"63,025",,AAAW1ZAAFAABegyACv
"62,612",2020-12-22 23:52:55.202,00,"63,073",,AAAW1ZAAFAABegyACw
"62,625",2020-12-22 23:52:57.826,00,"63,084",,AAAW1ZAAFAABegyACx
"62,640",2020-12-22 23:53:00.307,00,"63,099",,AAAW1ZAAFAABegyACy
"62,651",2020-12-22 23:53:01.3,00,"63,110",,AAAW1ZAAFAABegyACz
"62,670",2020-12-22 23:53:05.823,00,"63,130",,AAAW1ZAAFAABegyAC0
"62,685",2020-12-22 23:53:09.32,00,"63,146",,AAAW1ZAAFAABegyAC1
"62,690",2020-12-22 23:53:10.537,00,"63,150",,AAAW1ZAAFAABegyAC2
"62,701",2020-12-22 23:53:12.224,00,"63,161",,AAAW1ZAAFAABegyAC3
"62,707",2020-12-22 23:53:13.676,00,"63,166",,AAAW1ZAAFAABegyAC4
"62,733",2020-12-22 23:53:18.532,00,"63,193",,AAAW1ZAAFAABegyAC5
"62,744",2020-12-22 23:53:20.98,00,"63,206",,AAAW1ZAAFAABegyAC6
"62,758",2020-12-22 23:53:22.749,00,"63,215",,AAAW1ZAAFAABegyAC7
"62,823",2020-12-22 23:53:38.41,00,"63,282",,AAAW1ZAAFAABegyAC8
"62,829",2020-12-22 23:53:39.639,00,"63,290",,AAAW1ZAAFAABegyAC9
"62,877",2020-12-22 23:53:49.702,00,"63,337",,AAAW1ZAAFAABegyAC+
"62,878",2020-12-22 23:53:49.662,00,"63,336",,AAAW1ZAAFAABegyAC/
"62,880",2020-12-22 23:53:50.403,00,"63,340",,AAAW1ZAAFAABegyADA
"62,900",2020-12-22 23:53:54.769,00,"63,360",,AAAW1ZAAFAABegyADB
"62,919",2020-12-22 23:53:58.906,00,"63,379",,AAAW1ZAAFAABegyADC
"62,948",2020-12-22 23:54:06.236,00,"63,409",,AAAW1ZAAFAABegyADD
"62,955",2020-12-22 23:54:06.83,00,"63,416",,AAAW1ZAAFAABegyADE
"62,971",2020-12-22 23:54:10.69,00,"63,431",,AAAW1ZAAFAABegyADF
"62,985",2020-12-22 23:54:12.858,00,"63,445",,AAAW1ZAAFAABegyADG
"62,994",2020-12-22 23:54:14.762,00,"63,453",,AAAW1ZAAFAABegyADH
"63,015",2020-12-22 23:54:18.304,00,"63,475",,AAAW1ZAAFAABegyADI
"63,017",2020-12-22 23:54:18.806,00,"63,479",,AAAW1ZAAFAABegyADJ
"63,028",2020-12-22 23:54:21.127,00,"63,488",,AAAW1ZAAFAABegyADK
"63,094",2020-12-23 00:02:40.684,00,"63,555",,AAAW1ZAAFAABegyADL
"63,100",2020-12-23 00:02:42.467,00,"63,561",,AAAW1ZAAFAABegyADM
"63,123",2020-12-23 00:02:45.524,00,"63,584",,AAAW1ZAAFAABegyADN
"63,134",2020-12-23 00:02:48.804,00,"63,592",,AAAW1ZAAFAABegyADO
"63,161",2020-12-23 00:02:54.161,00,"63,621",,AAAW1ZAAFAABegyADP
"63,178",2020-12-23 00:02:57.324,00,"63,639",,AAAW1ZAAFAABegyADQ
"63,196",2020-12-23 00:03:00.565,00,"63,656",,AAAW1ZAAFAABegyADR
"63,209",2020-12-23 00:03:03.432,00,"63,673",,AAAW1ZAAFAABegyADS
"63,230",2020-12-23 00:03:06.34,00,"63,690",,AAAW1ZAAFAABegyADT
"63,238",2020-12-23 00:03:07.307,00,"63,696",,AAAW1ZAAFAABegyADU
"63,246",2020-12-23 00:03:08.779,00,"63,706",,AAAW1ZAAFAABegyADV
"63,250",2020-12-23 00:03:11.005,00,"63,710",,AAAW1ZAAFAABegyADW
"63,262",2020-12-23 00:03:13.736,00,"63,722",,AAAW1ZAAFAABegyADX
"63,264",2020-12-23 00:03:14.78,00,"63,724",,AAAW1ZAAFAABegyADY
"63,274",2020-12-23 00:03:17.663,00,"63,734",,AAAW1ZAAFAABegyADZ
"63,292",2020-12-23 00:03:22.913,00,"63,751",,AAAW1ZAAFAABegyADa
"63,302",2020-12-23 00:03:24.546,00,"63,762",,AAAW1ZAAFAABegyADb
"63,308",2020-12-23 00:03:25.268,00,"63,768",,AAAW1ZAAFAABegyADc
"63,310",2020-12-23 00:06:06.306,00,"63,770",,AAAW1ZAAFAABegyADd
"63,315",2020-12-23 00:09:24.234,00,"63,775",,AAAW1ZAAFAABegyADe
"63,337",2020-12-23 00:10:19.265,00,"63,797",,AAAW1ZAAFAABegyADf
"63,352",2020-12-23 00:10:21.856,00,"63,812",,AAAW1ZAAFAABegyADg
"63,354",2020-12-23 12:38:15.376,00,"63,815",,AAAW1ZAAFAABegyADh
"63,356",2020-12-23 12:38:15.477,00,"63,816",,AAAW1ZAAFAABegyADi
"63,358",2020-12-23 12:38:17.949,06,"63,817",,AAAW1ZAAFAABegyADj
"63,360",2020-12-23 12:38:18.922,06,"63,815",,AAAW1ZAAFAABegyADk
"63,361",2020-12-23 12:38:20.185,00,"63,819",,AAAW1ZAAFAABegyADl
"63,362",2020-12-23 12:38:28.907,06,"63,814",,AAAW1ZAAFAABegyADm
"63,365",2020-12-23 12:38:42.815,00,"63,822",,AAAW1ZAAFAABegyADn
"63,366",2020-12-23 12:38:42.979,00,"63,823",,AAAW1ZAAFAABegyADo
"63,372",2020-12-23 12:38:43.641,00,"63,827",,AAAW1ZAAFAABegyADp
"63,376",2020-12-23 12:38:44.04,02,"63,824",,AAAW1ZAAFAABegyADq
"63,377",2020-12-23 12:38:44.055,02,"63,825",,AAAW1ZAAFAABegyADr
"63,384",2020-12-23 12:38:46.593,02,"63,827",,AAAW1ZAAFAABegyADs
"63,387",2020-12-23 12:46:39.611,00,"63,832",,AAAW1ZAAFAABegyADt
"63,390",2020-12-23 17:25:00.134,00,"63,834",,AAAW1ZAAFAABegyADu
"63,391",2020-12-23 17:25:02.483,06,"63,834",,AAAW1ZAAFAABegyADv
"63,392",2020-12-23 17:26:54.002,00,"63,835",,AAAW1ZAAFAABegyADw
"63,393",2020-12-23 17:26:56.239,06,"63,835",,AAAW1ZAAFAABegyADx
"63,394",2020-12-23 17:35:53.604,00,"63,836",AReq Sent,AAAW1ZAAFAABegzAAA
"63,395",2020-12-23 17:35:56.076,06,"63,836",RRes Sent,AAAW1ZAAFAABegzAAB
"63,396",2020-12-23 17:41:47.563,00,"63,837",,AAAW1ZAAFAABegzAAC
"63,397",2020-12-23 17:41:49.812,06,"63,837",,AAAW1ZAAFAABegzAAD
"63,398",2020-12-23 17:46:31.827,00,"63,838",,AAAW1ZAAFAABegzAAE
"63,399",2020-12-23 17:46:34.4,06,"63,838",,AAAW1ZAAFAABegzAAF
"63,400",2020-12-23 17:49:39.626,00,"63,839",,AAAW1ZAAFAABegzAAG
"63,401",2020-12-23 17:49:42.751,06,"63,839",,AAAW1ZAAFAABegzAAH
"63,402",2020-12-23 17:52:50.673,00,"63,840",,AAAW1ZAAFAABegzAAI
"63,403",2020-12-23 17:52:53.081,06,"63,840",,AAAW1ZAAFAABegzAAJ
"63,404",2020-12-23 17:53:53.82,00,"63,841",,AAAW1ZAAFAABegzAAK
"63,405",2020-12-23 17:53:56.191,06,"63,841",,AAAW1ZAAFAABegzAAL
"63,406",2020-12-23 17:54:24.407,00,"63,842",,AAAW1ZAAFAABegzAAM
"63,407",2020-12-23 17:54:26.592,06,"63,842",,AAAW1ZAAFAABegzAAN
"63,408",2020-12-23 17:56:49.933,00,"63,843",,AAAW1ZAAFAABegzAAO
"63,409",2020-12-23 17:56:52.253,06,"63,843",,AAAW1ZAAFAABegzAAP
"63,410",2020-12-23 17:57:06.13,00,"63,844",,AAAW1ZAAFAABegzAAQ
"63,411",2020-12-23 17:57:08.474,06,"63,844",,AAAW1ZAAFAABegzAAR
"63,412",2020-12-23 17:57:42.09,00,"63,845",,AAAW1ZAAFAABegzAAS
"63,413",2020-12-23 17:57:44.278,06,"63,845",,AAAW1ZAAFAABegzAAT
"63,414",2020-12-23 17:58:38.984,00,"63,846",,AAAW1ZAAFAABegzAAU
"63,415",2020-12-23 17:58:41.502,06,"63,846",,AAAW1ZAAFAABegzAAV
"63,416",2020-12-23 18:02:04.531,00,"63,847",,AAAW1ZAAFAABegzAAW
"63,417",2020-12-23 18:02:07.028,06,"63,847",,AAAW1ZAAFAABegzAAX
"63,418",2020-12-23 18:04:21.859,00,"63,848",,AAAW1ZAAFAABegzAAY
"63,419",2020-12-23 18:04:24.129,06,"63,848",,AAAW1ZAAFAABegzAAZ
"63,420",2020-12-23 18:05:16.818,00,"63,849",,AAAW1ZAAFAABegzAAa
"63,421",2020-12-23 18:05:19.033,06,"63,849",,AAAW1ZAAFAABegzAAb
"63,422",2020-12-23 18:05:28.232,00,"63,850",,AAAW1ZAAFAABegzAAc
"63,423",2020-12-23 18:05:30.727,06,"63,850",,AAAW1ZAAFAABegzAAd
"63,424",2020-12-23 18:06:13.544,00,"63,851",,AAAW1ZAAFAABegzAAe
"63,425",2020-12-23 18:06:15.853,06,"63,851",,AAAW1ZAAFAABegzAAf
"63,426",2020-12-23 18:10:33.304,00,"63,852",,AAAW1ZAAFAABegzAAg
"63,427",2020-12-23 18:10:35.523,06,"63,852",,AAAW1ZAAFAABegzAAh
"63,428",2020-12-23 18:10:45.343,00,"63,853",,AAAW1ZAAFAABegzAAi
"63,429",2020-12-23 18:10:47.638,06,"63,853",,AAAW1ZAAFAABegzAAj
"63,430",2020-12-23 18:12:37.361,00,"63,854",AReq Sent,AAAW1ZAAFAABegzAAk
"63,431",2020-12-23 18:12:39.742,06,"63,854",RRes Sent,AAAW1ZAAFAABegzAAl
"63,432",2020-12-23 18:26:56.605,00,"63,855",,AAAW1ZAAFAABegzAAm
"63,433",2020-12-23 18:26:58.925,06,"63,855",,AAAW1ZAAFAABegzAAn
"63,434",2020-12-23 18:35:13.63,00,"63,856",,AAAW1ZAAFAABegzAAo
"63,435",2020-12-23 18:35:15.998,06,"63,856",,AAAW1ZAAFAABegzAAp
"63,436",2020-12-23 18:42:42.719,00,"63,857",,AAAW1ZAAFAABegzAAq
"63,437",2020-12-23 18:42:45.023,06,"63,857",,AAAW1ZAAFAABegzAAr
"63,438",2020-12-23 18:46:00.157,00,"63,858",,AAAW1ZAAFAABegzAAs
"63,439",2020-12-23 18:46:02.626,06,"63,858",,AAAW1ZAAFAABegzAAt
"63,440",2020-12-23 18:48:45.02,00,"63,859",,AAAW1ZAAFAABegzAAu
"63,441",2020-12-23 18:48:48.409,06,"63,859",,AAAW1ZAAFAABegzAAv
"63,442",2020-12-23 18:50:03.066,00,"63,860",,AAAW1ZAAFAABegzAAw
"63,443",2020-12-23 18:50:05.393,06,"63,860",,AAAW1ZAAFAABegzAAx
"63,444",2020-12-23 18:50:33.505,00,"63,861",,AAAW1ZAAFAABegzAAy
"63,445",2020-12-23 18:52:14.824,00,"63,862",,AAAW1ZAAFAABegzAAz
"63,446",2020-12-23 18:52:17.03,06,"63,862",,AAAW1ZAAFAABegzAA0
"63,447",2020-12-23 18:59:27.983,00,"63,863",,AAAW1ZAAFAABegzAA1
"63,448",2020-12-23 18:59:32.054,06,"63,863",,AAAW1ZAAFAABegzAA2
"63,449",2020-12-23 19:00:37.755,00,"63,864",,AAAW1ZAAFAABegzAA3
"63,450",2020-12-23 19:00:41.628,06,"63,864",,AAAW1ZAAFAABegzAA4
"63,451",2020-12-23 19:01:39.288,00,"63,865",,AAAW1ZAAFAABegzAA5
"63,452",2020-12-23 19:01:43.526,06,"63,865",,AAAW1ZAAFAABegzAA6
"63,453",2020-12-23 19:03:46.924,00,"63,866",,AAAW1ZAAFAABegzAA7
"63,454",2020-12-23 19:03:50.926,06,"63,866",,AAAW1ZAAFAABegzAA8
"63,455",2020-12-23 19:09:07.642,00,"63,867",AReq Sent,AAAW1ZAAFAABegzAA9
"63,456",2020-12-23 19:09:11.996,06,"63,867",RRes Sent,AAAW1ZAAFAABegzAA+
"63,457",2020-12-23 19:10:12.308,00,"63,868",,AAAW1ZAAFAABegzAA/
"63,458",2020-12-23 19:10:16.059,06,"63,868",,AAAW1ZAAFAABegzABA
"63,459",2020-12-23 19:10:55.654,00,"63,869",AReq Sent,AAAW1ZAAFAABegzABB
"63,460",2020-12-23 19:10:59.964,06,"63,869",RRes Sent,AAAW1ZAAFAABegzABC
"63,493",2021-03-22 19:02:20.547,00,"63,897",,AAAW1ZAAFAABegzABD
"63,494",2021-03-22 19:16:39.17,00,"63,898",,AAAW1ZAAFAABegzABE
"63,495",2021-03-22 19:20:11.344,00,"63,899",,AAAW1ZAAFAABegzABF
"63,497",2021-06-23 23:27:43.719,00,"63,901",,AAAW1ZAAFAABegzABG
"63,498",2021-06-23 23:27:47.611,02,"63,901",,AAAW1ZAAFAABegzABH
"63,499",2021-06-23 23:28:20.53,00,"63,902",,AAAW1ZAAFAABegzABI
