TEM_CODE,TEM_DATE_TIME,TEM_ACS_TRX_ID,TEM_DS_TRX_ID,TEM_ERRR_CMPN,TEM_ERRR_CODE,TEM_ERRR_DSCR,TEM_ERRR_DTLS,TEM_ERRR_MSSG_TYPE,TEM_MSSG_VRSN_NMBR,TEM_SDK_TRX_ID,TEM_TDS_SRVR_TRX_ID,TEM_3ST_CODE,TEM_CRT_CODE,ROWID
"30,799",2020-12-23 00:02:50.193,,,S,201,Amessage element required is missing from the message,dsReferenceNumber,ARes,2.1.0,,30c9a252-44b2-11eb-afb6-b1a7210ea136,"63,594",,AAAW1bAAFAABgOxAAj
"30,800",2020-12-23 00:02:50.246,,,S,101,201,Transaction Data Invalid,ARes,2.1.0,0226ac06-cae2-4858-ae7a-eef0efe1694d,30c24f51-44b2-11eb-afb6-433b82b9c155,"63,596",,AAAW1bAAFAABgOxAAk
"28,592",2020-12-20 22:53:09.35,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatusSource,ARes,2.2.0,3605abf3-9c21-44fb-9415-fba68eae42f9,1f9aebf0-4316-11eb-8e7d-67a92331e08f,"58,839",,AAAW1bAAFAABgOyAAA
"28,595",2020-12-20 22:53:09.859,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatusSource,ARes,2.2.0,,205e3bf5-4316-11eb-8e7d-f577d494730b,"58,843",,AAAW1bAAFAABgOyAAB
"28,596",2020-12-20 22:53:10.655,,fb66ca84-7271-4ffc-91e2-15837c34f2ed,S,203,Data element(s) not in the required format or value is invalid,Invalid Message data,PRes,2.2.0,,12abda99-9157-4565-a48e-7cdd1e50eb96,,,AAAW1bAAFAABgOyAAC
"28,608",2020-12-20 22:53:16.072,GHIJKLMN-OPQR-STUV-WXYZ-GHIJKLMNOPQR,f10a0ee9-0494-42b2-9dc9-e06e98b42410,S,301,transaction data invalid,3DS Server Transaction ID is Invalid,RReq,2.2.0,,234862a8-4316-11eb-8e7d-292e2bbc0edb,,,AAAW1bAAFAABgOyAAD
"28,614",2020-12-20 22:53:19.87,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus,ARes,2.2.0,9c2ad2e4-41f5-49d3-94d8-eb2d5b7edf1f,26125823-4316-11eb-8e7d-41c35b7cea4c,"58,871",,AAAW1bAAFAABgOyAAE
"28,617",2020-12-20 22:53:19.827,8ff79b18-ba96-4491-840f-14aa8b84d4b2,b18cbefa-2f07-4339-be73-f1fac16581f5,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus whiteListStatus,RReq,2.2.0,da288cbf-de46-48db-a763-fdd9860a8718,1f4096ec-4316-11eb-8e7d-6d1a328d022a,"58,833",,AAAW1bAAFAABgOyAAF
"28,619",2020-12-20 22:53:19.894,6f34281d-3bfe-471c-bc53-3a169061ea17,22bd77f2-cbc7-447f-a49a-b582b2fd5a20,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus whiteListStatus,RReq,2.2.0,,1f64c0be-4316-11eb-8e7d-3bdd6efb2d47,"58,836",,AAAW1bAAFAABgOyAAG
"7,423",2020-07-14 13:08:58.09,851d7486-d372-4ea2-988b-add9780b3e36,07cf225d-6cc7-4a26-bdfb-e0c98bd8dc4a,S,201,Transaction Data Invalid,3DS Server Transaction ID is Invalid,ARes,2.1.0,,,,,AAAW1bAAFAABgOyAAH
"7,424",2020-07-14 13:08:58.264,e4b3ed17-51d3-4e84-8d26-a844b66efb07,b10cb8ef-2fd2-4e41-9618-cb9790f5605e,S,201,Transaction Data Invalid,3DS Server Transaction ID is Invalid,ARes,2.1.0,,,,,AAAW1bAAFAABgOyAAI
"7,425",2020-07-14 13:08:59.798,093c7675-24ca-4729-8f16-e7d3e7e25ef3,2fa2ff73-cd4c-4136-a405-4032e12e4304,S,201,Transaction Data Invalid,3DS Server Transaction ID is Invalid,ARes,2.1.0,,,,,AAAW1bAAFAABgOyAAJ
"28,620",2020-12-20 22:53:20.242,8a755be8-fb8a-460c-8249-f82222b7d1d2,ab3a3988-3fa1-4e5e-8d86-270c31489199,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus whiteListStatus,RReq,2.2.0,,1f97426f-4316-11eb-8e7d-011c20b88e2d,"58,840",,AAAW1bAAFAABgOyAAK
"28,621",2020-12-20 22:53:20.734,,,S,101,Message not recognized,Invalid Message Type,ARes,2.2.0,,20d8c32a-4316-11eb-8e7d-a7aac72516a9,,,AAAW1bAAFAABgOyAAL
"28,624",2020-12-20 22:53:21.31,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus,ARes,2.2.0,,26f84b57-4316-11eb-8e7d-6fa630718c27,"58,874",,AAAW1bAAFAABgOyAAM
"28,631",2020-12-20 22:53:23.566,d9756236-b35d-4995-8439-613288c19c77,8066385d-2700-48cf-804b-d2a3de633375,S,203,Data element(s) not in the required format or value is invalid,whiteListStatusSource,RReq,2.2.0,,21c67e8e-4316-11eb-8e7d-2f8e6adc5549,"58,850",,AAAW1bAAFAABgOyAAN
"28,632",2020-12-20 22:53:24.685,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatusSource,ARes,2.2.0,,28fc31b0-4316-11eb-8e7d-5fb07d7fe4c5,"58,882",,AAAW1bAAFAABgOyAAO
"28,633",2020-12-20 22:53:24.751,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatusSource,ARes,2.2.0,,291ab632-4316-11eb-8e7d-87c31e74b682,"58,883",,AAAW1bAAFAABgOyAAP
"28,651",2020-12-20 22:53:32.378,21a46b98-45fd-4c91-a5ee-c8091b0c9839,d0cba52a-ecdf-4beb-8b11-d020ee143273,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus,RReq,2.2.0,3b0ac56e-2bd5-4d9b-bbec-7b40abb7abba,26efbfd5-4316-11eb-8e7d-e10ae48c0a4c,"58,872",,AAAW1bAAFAABgOyAAQ
"28,659",2020-12-20 22:53:36.025,047c286e-c2de-4aee-9210-760e0d9c3042,71c29ce6-c14e-447a-8378-631c77b35f8c,S,203,Data element(s) not in the required format or value is invalid,whiteListStatusSource,RReq,2.2.0,da63b811-570a-43e1-82f8-d90b8d8b5303,292b7f15-4316-11eb-8e7d-fdffa0435845,"58,887",,AAAW1bAAFAABgOyAAR
"28,669",2020-12-20 22:53:38.222,794e18c0-44d5-4703-a967-b8eda2655b08,f664b658-bb90-40ac-a774-ed21af699ad3,S,102,Unsupported Message Version,Supported Message Versions are : 2.1.0|2.2.0,ARes,2.1.0,,314048a1-4316-11eb-8e7d-75d26f042ae7,,,AAAW1bAAFAABgOyAAS
"7,475",2020-07-14 13:09:22.032,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,d90ffa87-c5ca-11ea-a855-85c4459aa7f1,,,AAAW1bAAFAABgOyAAT
"7,478",2020-07-14 13:09:23.26,1a8c68d9-4c23-49d6-8a76-f0e02de81cf9,7cd7e355-f798-49bb-8c58-9bb74f82f060,S,201,Unsupported Message Version,Supported Message Versions are : 2.1.0,ARes,2.1.0,,d9a64719-c5ca-11ea-a855-41ef18b4d3cf,,,AAAW1bAAFAABgOyAAU
"7,480",2020-07-14 13:09:24.757,8e7eeae5-f1f8-4402-81ae-72b92402562d,3839bb43-ad58-4a0b-ad9a-18bcc35d3470,S,201,Unsupported Message Version,Supported Message Versions are : 2.1.0,ARes,2.1.0,,daa2334c-c5ca-11ea-a855-354588e4b39d,,,AAAW1bAAFAABgOyAAV
"7,488",2020-07-14 13:09:28.068,,e0bb22fc-290c-49b8-a465-b20562885077,S,201,Data element(s) not in the required format or value is invalid,Invalid Message data,PRes,2.1.0,,af09e9f6-4da2-4852-a27a-fe7748d82d21,,,AAAW1bAAFAABgOyAAW
"7,492",2020-07-14 13:09:29.48,,,S,101,Message not recognized,Invalid Message Type,PRes,2.1.0,,7cedeb91-8684-4e8f-a81b-168a870695f9,,,AAAW1bAAFAABgOyAAX
"7,494",2020-07-14 13:09:30.006,,d62ad68a-511a-41ac-9b12-9911f68eb5e5,S,201,Data element(s) not in the required format or value is invalid,Invalid Message data,PRes,2.1.0,,71157a14-d36c-46e1-8e98-e1157788502c,,,AAAW1bAAFAABgOyAAY
"7,497",2020-07-14 13:09:30.768,,d80e7d51-6e0b-47f1-a379-38815639d3d1,S,201,Data element(s) not in the required format or value is invalid,Invalid Message data,PRes,2.1.0,,cf869d38-ccd2-4f5d-9bab-63f0dad7bc17,,,AAAW1bAAFAABgOyAAZ
"28,670",2020-12-20 22:53:38.215,3b6ea8ee-47b3-42dc-ae7c-14ab8a62812c,07047113-3915-490f-b7dc-f83af6573d9d,S,203,Data element(s) not in the required format or value is invalid,whiteListStatusSource,RReq,2.2.0,,2a16f08a-4316-11eb-8e7d-ff0a241d8977,"58,892",,AAAW1bAAFAABgOyAAa
"28,673",2020-12-20 22:53:38.911,,,S,101,Message not recognized,Invalid Message Type,ARes,2.2.0,,313a7c40-4316-11eb-8e7d-8d56084934c3,,,AAAW1bAAFAABgOyAAb
"28,684",2020-12-20 22:53:42.27,,,S,201,Amessage element required is missing from the message,acsURL,ARes,2.2.0,,33a0a6e0-4316-11eb-8e7d-d91a9da58d0c,"58,940",,AAAW1bAAFAABgOyAAc
"28,685",2020-12-20 22:53:42.144,,,S,201,Amessage element required is missing from the message,acsSignedContent,ARes,2.2.0,b6bc137b-8214-439e-976b-780f456099fd,33431d8d-4316-11eb-8e7d-137aea89ab3c,"58,938",,AAAW1bAAFAABgOyAAd
"28,705",2020-12-20 22:53:46.459,,,S,201,Amessage element required is missing from the message,authenticationValue,ARes,2.2.0,3a96370d-d335-4de8-8daf-f227be3d973d,35ce8371-4316-11eb-8e7d-c54cd3047871,"58,959",,AAAW1bAAFAABgOyAAe
"28,707",2020-12-20 22:53:47.038,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,305e741b-4316-11eb-8e7d-2df8ec922297,,,AAAW1bAAFAABgOyAAf
"28,588",2020-12-20 22:53:07.823,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus,ARes,2.2.0,,1f3c783b-4316-11eb-8e7d-f7c47aabbee9,"58,831",,AAAW1bAAFAABgOyAAg
"28,589",2020-12-20 22:53:07.924,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus,ARes,2.2.0,,1f360f98-4316-11eb-8e7d-817410bf7bb3,"58,830",,AAAW1bAAFAABgOyAAh
"28,710",2020-12-20 22:53:47.683,,,S,201,Amessage element required is missing from the message,authenticationValue,ARes,2.2.0,,369f19e5-4316-11eb-8e7d-ef3a77abaac3,"58,962",,AAAW1bAAFAABgOyAAi
"28,716",2020-12-20 22:53:48.478,,,S,201,Amessage element required is missing from the message,acsChallengeMandated  acsChallengeMandated,ARes,2.2.0,a0f96af9-82a7-4207-9f2d-1a2c5d90dd0c,36ff896b-4316-11eb-8e7d-bf23c8c76002,"58,968",,AAAW1bAAFAABgOyAAj
"28,718",2020-12-20 22:53:49.139,,,S,201,Amessage element required is missing from the message,transStatus  transStatus,ARes,2.2.0,,37944f61-4316-11eb-8e7d-411b5dff208c,"58,972",,AAAW1bAAFAABgOyAAk
"9,828",2020-07-23 16:49:26.181,d08d9910-6b9d-4521-9ab3-ee1ae5ad6816,ce69703a-1638-4f18-8a8f-3bd994d525fc,S,201,transaction data invalid,3DS Server Transaction ID is Invalid,RReq,2.1.0,,,,,AAAW1bAAFAABgOzAAJ
"9,842",2020-07-23 16:49:34.081,e6bb3be4-4151-4d27-88c7-e5d6a7ce0a5f,00cbcfef-1bda-44e6-8f2f-8af2146858ca,S,201,A message element required is missing from the message,AcsRenderingType,RReq,2.1.0,,18b76b9d-ccfc-11ea-bbf0-195ba9b20f0a,,,AAAW1bAAFAABgOzAAL
"9,969",2020-07-29 15:15:40.496,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,eb449203-d1a5-11ea-96df-13f239a9eb2c,,,AAAW1bAAFAABgOzAAO
"9,992",2020-07-29 15:19:51.8,b41ef8f3-d8c5-4417-8c37-b9b76b7ec2a5,a2e38dad-31d8-4575-b0a3-8c5756d2f45f,S,102,Unsupported Message Version,Supported Message Versions are : 2.1.0,ARes,2.1.0,,8f6b6e3c-d1a6-11ea-96df-13567ab48b41,,,AAAW1bAAFAABgOzAAY
"9,994",2020-07-29 15:19:52.846,,968b322f-ae50-4e76-8bfe-f4bb6ec71947,S,203,Data element(s) not in the required format or value is invalid,Invalid Message data,PRes,2.1.0,,2ca5ff9c-24e3-471f-91eb-7e6778dd1c19,,,AAAW1bAAFAABgOzAAZ
"9,999",2020-07-29 15:20:11.131,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,9ae051bc-d1a6-11ea-96df-67a67b1c256d,,,AAAW1bAAFAABgOzAAb
"10,000",2020-07-29 15:20:13.0,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,9c26b46d-d1a6-11ea-96df-b3c0629c7f21,,,AAAW1bAAFAABgOzAAc
"10,003",2020-07-29 15:20:14.07,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,9ceff7e3-d1a6-11ea-96df-d7df3e535dec,,,AAAW1bAAFAABgOzAAd
"10,005",2020-07-29 15:20:14.357,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,9cf0bb34-d1a6-11ea-96df-0b9cab2bdc81,,,AAAW1bAAFAABgOzAAe
"10,007",2020-07-29 15:20:14.462,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,9ce57091-d1a6-11ea-96df-dfcbd3745fd3,,,AAAW1bAAFAABgOzAAf
"7,421",2020-07-14 13:08:56.514,4511f45a-eacb-468f-902e-fa165c5fa97a,6e0f69de-064f-46ee-9e1e-8af44eecd333,S,201,Transaction Data Invalid,3DS Server Transaction ID is Invalid,ARes,2.1.0,,,,,AAAW1bAAFAABgO0AAF
"7,428",2020-07-14 13:09:00.055,c0efef54-b2ef-4104-8426-eb68e2dd79c5,2ec80de7-6163-4490-87f7-b8acac65cfb2,S,201,Transaction Data Invalid,3DS Server Transaction ID is Invalid,ARes,2.1.0,,,,,AAAW1bAAFAABgO0AAG
"7,467",2020-07-14 13:09:18.968,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,d725417e-c5ca-11ea-a855-55e15b47aec4,,,AAAW1bAAFAABgO0AAY
"7,469",2020-07-14 13:09:20.654,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,d8394991-c5ca-11ea-a855-bff13dc8ecd5,,,AAAW1bAAFAABgO0AAZ
"7,471",2020-07-14 13:09:21.044,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,d8619215-c5ca-11ea-a855-6bb1dcff24e8,,,AAAW1bAAFAABgO0AAa
"7,472",2020-07-14 13:09:21.091,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,d87911b6-c5ca-11ea-a855-4d4b6be23abc,,,AAAW1bAAFAABgO0AAb
"7,473",2020-07-14 13:09:21.082,,,S,101,Message not recognized,Invalid Message Type,ARes,2.1.0,,d85201b3-c5ca-11ea-a855-515e99951f6a,,,AAAW1bAAFAABgO0AAc
"7,481",2020-07-14 13:09:25.033,e51526cd-4d7d-4f7d-9e8e-7d072e0f7a07,cec60c8e-d81b-4e44-b0a1-1d5567426d61,S,201,Unsupported Message Version,Supported Message Versions are : 2.1.0,ARes,2.1.0,,daae8f5d-c5ca-11ea-a855-ff3a37b20178,,,AAAW1bAAFAABgO0AAd
"7,483",2020-07-14 13:09:25.83,8ded976e-0e7e-4379-8d0e-8e5b8a04ac49,7b5b27a6-b2dd-4365-a30e-1613aad24d1b,S,201,Unsupported Message Version,Supported Message Versions are : 2.1.0,ARes,2.1.0,,db4c55ff-c5ca-11ea-a855-674ef67a2e60,,,AAAW1bAAFAABgO0AAe
"7,484",2020-07-14 13:09:26.724,0f670d3a-4d4e-48b3-b68b-9b575bdb121d,4f6623a2-028f-49ff-b7f3-b6a889fac6c3,S,201,Transaction ID received is not valid for the receiving component,The Transaction ID received was invalid,ARes,2.1.0,,dbc88ae0-c5ca-11ea-a855-79d0cf741e41,,,AAAW1bAAFAABgO0AAf
"7,486",2020-07-14 13:09:27.277,79bd3dbc-1f60-4e74-aaff-57a9d91aaf01,52e6f66e-b462-4295-81a1-78bc829ef64f,S,201,Transaction ID received is not valid for the receiving component,The Transaction ID received was invalid,ARes,2.1.0,,dc1460f2-c5ca-11ea-a855-c530a8dd7223,,,AAAW1bAAFAABgO0AAg
"7,489",2020-07-14 13:09:28.136,,,S,201,Data element(s) not in the required format or value is invalid,Invalid Message data,PRes,2.1.0,,ce7a598b-7797-4cdf-a998-ff10454585cc,,,AAAW1bAAFAABgO0AAh
"7,490",2020-07-14 13:09:28.428,3f486098-80db-4c76-b183-1237a8c838f3,53f88bd1-da0f-4fb8-9359-37832d865429,S,201,Transaction ID received is not valid for the receiving component,The Transaction ID received was invalid,ARes,2.1.0,,dccb06c3-c5ca-11ea-a855-bd1ff8957396,,,AAAW1bAAFAABgO0AAi
"30,818",2020-12-23 00:03:08.969,3b3a0100-eccf-43b7-8b2c-a24346c1dc9a,b6d57c16-fac7-4deb-b527-9124e84b2f7f,S,203,Data element(s) not in the required format or value is invalid,AuthenticationType/TransStatus,RReq,2.2.0,,34f39c21-44b2-11eb-afb6-3b3d1a030530,"63,630",,AAAW1bAAFAABgO1AAA
"30,823",2020-12-23 00:03:09.758,8cb1e08c-1287-4297-9ce6-ddcec77cc698,5bf58df8-6990-4141-8e85-d28a6e8de328,S,203,Data element(s) not in the required format or value is invalid,acsRenderingType.acsUiTemplate acsRenderingType.acsInterface,RReq,2.2.0,909b66fe-391c-4d0c-8254-791caebd6645,3c51bffb-44b2-11eb-afb6-b1283fd971cc,"63,701",,AAAW1bAAFAABgO1AAB
"30,832",2020-12-23 00:03:13.205,,,S,201,Amessage element required is missing from the message,transStatusReason,ARes,2.2.0,,3ef58fda-44b2-11eb-afb6-4b3056e99966,"63,715",,AAAW1bAAFAABgO1AAC
"9,957",2020-07-24 09:57:42.65,GHIJKLMN-OPQR-STUV-WXYZ-GHIJKLMNOPQR,0a51145b-bb59-4f6c-a625-36a64ff52921,S,301,transaction data invalid,3DS Server Transaction ID is Invalid,RReq,2.1.0,,ba072588-cd8b-11ea-bbf0-6d1d9c44e481,,,AAAW1bAAFAABgO1AAD
"30,834",2020-12-23 00:03:13.279,,,S,201,Amessage element required is missing from the message,whiteListStatusSource,ARes,2.2.0,,3ef73d8b-44b2-11eb-afb6-d704ac932224,"63,716",,AAAW1bAAFAABgO1AAE
"30,836",2020-12-23 00:03:13.7,,,S,201,Amessage element required is missing from the message,acsChallengeMandated,ARes,2.2.0,,3f346d9d-44b2-11eb-afb6-512b10c9b385,"63,718",,AAAW1bAAFAABgO1AAF
"30,837",2020-12-23 00:03:14.912,93772fc6-a8de-4645-a915-1420574979af,e56b7956-4fa0-459d-890f-0faf7890f286,S,201,A message element required is missing from the message,interactionCounter,RReq,2.2.0,1c1b9ccc-be35-4389-9b14-2741f4bac49b,3f53674f-44b2-11eb-afb6-1dd66755dd4b,"63,720",,AAAW1bAAFAABgO1AAG
"30,838",2020-12-23 00:03:15.04,1ffa5072-f219-4889-b242-87222fcf15eb,741f994d-36ca-4959-b3e6-6011e321da94,S,201,A message element required is missing from the message,interactionCounter,RReq,2.2.0,,3f3e0a8e-44b2-11eb-afb6-2323de72bfb0,"63,719",,AAAW1bAAFAABgO1AAH
"30,842",2020-12-23 00:03:17.687,78341fa9-020d-4aef-8c63-825ec51a8247,597d6098-518f-42b6-aa24-9f76c5b2646f,S,201,Amessage element required is missing from the message,transStatus,RReq,2.2.0,22b02b22-9e4a-4316-8f23-ab7474c45d71,40eea0c7-44b2-11eb-afb6-3f1fd64d4dbb,"63,727",,AAAW1bAAFAABgO1AAI
"30,845",2020-12-23 00:03:17.973,bd0787ad-f9b3-40df-8308-5cd1a5c004f5,e8f8d591-8b45-4d59-95e4-76ca8baa4e23,S,201,Amessage element required is missing from the message,whiteListStatusSource,RReq,2.2.0,74ced630-4e7b-41e3-a487-d073de8d333b,413d0eeb-44b2-11eb-afb6-892cce15e123,"63,730",,AAAW1bAAFAABgO1AAJ
"9,965",2020-07-24 11:58:17.709,effae0fd-39f3-44c7-aa26-c3d6fb44bcac,f717a177-4f71-4d39-8ccf-514a7a85dd79,S,203,A message element required is missing from the message,ChallengeCancel,RReq,2.1.0,,92103848-cd9c-11ea-bbf0-cf07c26a60f4,,,AAAW1bAAFAABgO1AAK
"30,848",2020-12-23 00:03:19.399,a8c0ef15-d8f0-4f21-859c-57dcdd4393c7,59180d86-4e10-41c6-adfc-66b6302c17c7,S,201,Amessage element required is missing from the message,challengeCancel,RReq,2.2.0,05cb72ad-cf11-4d56-a765-b2c0ef7d4601,41fd51ae-44b2-11eb-afb6-03833a937099,"63,733",,AAAW1bAAFAABgO1AAL
"30,855",2020-12-23 00:03:21.088,,,S,101,201,Transaction Data Invalid,ARes,2.2.0,ab439c80-1310-45ee-936f-4e91242c507d,43810b86-44b2-11eb-afb6-d36c4bede112,"63,738",,AAAW1bAAFAABgO1AAM
"30,859",2020-12-23 00:03:21.761,,,S,201,Amessage element required is missing from the message,dsReferenceNumber,ARes,2.2.0,,43b8964a-44b2-11eb-afb6-b986db076a22,"63,741",,AAAW1bAAFAABgO1AAN
"30,860",2020-12-23 00:03:21.677,885f4c92-0ccf-4fd9-bc1d-894f2383c792,c7d72a7c-336a-4065-9311-f43b09bef4aa,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus,RReq,2.2.0,801c58bd-2944-413a-8b01-1daa6f2742b2,3cad266c-44b2-11eb-afb6-73789c9f6d01,"63,702",,AAAW1bAAFAABgO1AAO
"30,863",2020-12-23 00:03:22.151,,,S,201,Transaction ID received is not valid for the receiving component,The Transaction ID received was invalid,ARes,2.2.0,74dbfaed-2f3f-4b71-afc7-2153535893c5,44009bcd-44b2-11eb-afb6-ab6674ec378b,"63,745",,AAAW1bAAFAABgO1AAP
"30,869",2020-12-23 00:03:25.621,3a9c0b7c-e255-4dcd-bc93-af321212aea4,050b1be3-16cc-4be5-a91a-485aa961230b,S,203,Data element(s) not in the required format or value is invalid,authenticationType,RReq,2.2.0,880b71d4-7555-4adb-bc41-d97c961179fc,45b6fe6b-44b2-11eb-afb6-11ea0a998c2e,"63,755",,AAAW1bAAFAABgO1AAQ
"30,871",2020-12-23 00:03:26.021,,,S,203,Data element(s) not in the required format or value is invalid,transStatus,ARes,2.2.0,48e73005-e58d-4c21-9828-e9385d6fb7ed,465f9a84-44b2-11eb-afb6-35fbd0d170a2,"63,764",,AAAW1bAAFAABgO1AAR
"30,872",2020-12-23 00:03:26.63,efd7dc16-edd1-4a70-ac5f-775e38209a2c,bc11e8f4-1876-4bed-87fe-cfc6f30ad822,S,203,Data element(s) not in the required format or value is invalid,transStatus,RReq,2.2.0,ec7291dd-2a22-4dc6-93aa-e3b744a104c4,46252993-44b2-11eb-afb6-59f62cd8d156,"63,762",,AAAW1bAAFAABgO1AAS
"30,879",2020-12-23 00:03:35.869,e7303ee1-157f-40b1-9ded-a4fa98a68907,5938bcad-9d74-4ecd-b030-b8f78ad3b813,S,201,Amessage element required is missing from the message,dsTransID,RReq,2.2.0,,45334f75-44b2-11eb-afb6-45402f9d1cb2,"63,751",,AAAW1bAAFAABgO1AAT
"10,047",2020-07-29 15:20:37.49,GHIJKLMN-OPQR-STUV-WXYZ-GHIJKLMNOPQR,7c7a83f5-5fc0-490d-931c-b30878251daa,S,301,transaction data invalid,3DS Server Transaction ID is Invalid,RReq,2.1.0,,aa0e1f93-d1a6-11ea-96df-bf893b79837e,,,AAAW1bAAFAABgO1AAU
"10,048",2020-07-29 15:20:39.024,GHIJKLMN-OPQR-STUV-WXYZ-GHIJKLMNOPQR,823f9c80-08fb-43c4-a334-e1102355bd3c,S,301,transaction data invalid,3DS Server Transaction ID is Invalid,RReq,2.1.0,,ab0e0365-d1a6-11ea-96df-f558b67d1f27,,,AAAW1bAAFAABgO1AAV
"10,050",2020-07-29 15:20:39.763,GHIJKLMN-OPQR-STUV-WXYZ-GHIJKLMNOPQR,c189d9b6-ef05-4ccf-84d2-22f8a90dd556,S,301,transaction data invalid,3DS Server Transaction ID is Invalid,RReq,2.1.0,,ab732dd6-d1a6-11ea-96df-31c401328400,,,AAAW1bAAFAABgO1AAW
"10,052",2020-07-29 15:20:40.968,5d69fc58-42f5-414e-af8f-783922426a25,e65a30a5-0e59-4660-9028-796af18b3421,S,203,A message element required is missing from the message,ChallengeCancel,RReq,2.1.0,,ac38047b-d1a6-11ea-96df-91a09b158f49,,,AAAW1bAAFAABgO1AAX
"30,886",2020-12-23 00:06:36.541,,3956db76-5040-456a-9853-9dd08b94e3cd,S,203,Data element(s) not in the required format or value is invalid,Invalid Message data,PRes,2.2.0,,c357fd56-25de-485e-b58d-608db2116fa0,,,AAAW1bAAFAABgO1AAY
"30,888",2020-12-23 00:09:05.972,,,S,101,201,Transaction Data Invalid,ARes,2.2.0,334b46ea-bf87-4409-a423-af9ed423b6c7,11359184-44b3-11eb-afb6-d376903784a9,"63,774",,AAAW1bAAFAABgO1AAZ
"30,894",2020-12-23 00:09:25.368,,,S,101,201,Transaction Data Invalid,ARes,2.2.0,32ce4adf-560c-4cb8-9087-ef351a9b3dfd,1c80318a-44b3-11eb-afb6-6f6a564b4998,"63,782",,AAAW1bAAFAABgO1AAa
"30,895",2020-12-23 00:09:25.427,,,S,101,301,Transaction Data Invalid,ARes,2.2.0,d3a494e7-ef80-49b1-a900-1fe631aa60cc,1c7f2019-44b3-11eb-afb6-75d3abc579aa,"63,777",,AAAW1bAAFAABgO1AAb
"30,900",2020-12-23 00:10:20.59,,,S,101,201,Transaction Data Invalid,ARes,2.2.0,dd8e6918-b721-46a7-adb7-5f529c3bdfa0,3c5f86a6-44b3-11eb-afb6-05fdfb687ad4,"63,802",,AAAW1bAAFAABgO1AAc
"30,901",2020-12-23 00:10:20.939,,,S,203,Data element(s) not in the required format or value is invalid,whiteListStatus,ARes,2.2.0,48022a30-001d-4ec2-a96e-6f88d4ff4a44,3d3f1145-44b3-11eb-afb6-37aab36607d6,"63,807",,AAAW1bAAFAABgO1AAd
"30,907",2020-12-23 00:10:21.888,58774102-a92c-457f-9f1c-6f43183776c1,ec096e67-85fb-4ef8-83d6-7c5f662bc843,S,201,Amessage element required is missing from the message,authenticationType,RReq,2.2.0,03aef4d2-f223-4f53-9e4d-41b32b48212b,3c6293ea-44b3-11eb-afb6-4d729207942d,"63,787",,AAAW1bAAFAABgO1AAe
"30,909",2020-12-23 00:10:21.99,3ae68012-8e77-40f7-9fe3-b289a21e1801,0da6bae5-a127-4284-a058-abf5736484a7,S,201,A message element required is missing from the message,interactionCounter,RReq,2.1.0,,3c5d63c2-44b3-11eb-afb6-4787abfdda7d,"63,800",,AAAW1bAAFAABgO1AAf
"30,913",2020-12-23 00:10:32.629,90d3c62b-74b6-4b48-aecd-748644da379d,f852b23b-b4c1-4bf1-864f-f6506329dd35,S,203,Data element(s) not in the required format or value is invalid,AuthenticationType/TransStatus,RReq,2.2.0,c8182fb6-6c4e-4e4d-82df-29832d495baa,3c63f37d-44b3-11eb-afb6-7f4a5b42e5a2,"63,803",,AAAW1bAAFAABgO1AAg
"28,721",2020-12-20 22:53:49.648,,,S,201,Amessage element required is missing from the message,transStatus transStatus,ARes,2.2.0,944155ea-41f4-4e54-a5c3-188f290463ba,376af56e-4316-11eb-8e7d-23153d1503e4,"58,971",,AAAW1bAAFAABgO2AAA
"28,729",2020-12-20 22:53:52.278,,,S,201,Amessage element required is missing from the message,transStatusReason,ARes,2.2.0,,39dabcfc-4316-11eb-8e7d-23c342cc76a3,"58,985",,AAAW1bAAFAABgO2AAB
